THR-PLT-CRN-0564,"1 T, Monorail",THR,THR-CRN-WA2,Mechanical Equipment,Crane,3,"North Grit Pump gallery, T12 north.",5
THR-ACC-AC-0620,Air Conditioning Unit LENNOX,THR,THR-HVAC-HPBB,Mechanical Equipment,HVAC,2,"High Pressure Blower Building, HPBB ( Inside)",5
THR-ACC-AC-8020,"Air Conditioning Unit, Digester Electrical Control Room",THR,THR-ACC-DIG,Mechanical Equipment,HVAC,2,"Digester Control Room, North",5
THR-ACC-AC-8030,"Air Conditioning Unit, Digester Gas Compressor BLDG- Maintenance Shop",THR,THR-ACC-DIG,Mechanical Equipment,HVAC,2,Gas Compressor Building - Maintenance Shop,5
THR-ACC-NX-820,"Air Conditioning Unit, Odour Control Building",THR,THR-ACC-OCS,Mechanical Equipment,Fan,2,Odour Control Building,5
THR-ACC-WA4,"Air Conditioning, AHU, HVAC",THR,THR WORK AREA 4,Process,,2,"Humber Treatment Plant, Work Area 4",5
THR-ACC-WA1,"Air Conditioning, AHU, HVAC",THR,THR WORK AREA 1,Process,,3,"WA1, Digester, Gas Compressor, STB and Chlorine Building",1
THR-ACC-EMB,"Air Conditioning, AHU, HVAC, East Maintenance Building",THR,THR-ACC-WA3,Equipment Location,HVAC,2,East Maintenance Building,5
THR-ACC-ER,"Air Conditioning, AHU, HVAC, Engine Room",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Engine Room,5
THR-ACC-RSPS,"Air Conditioning, AHU, HVAC, Exhaust Fans,RSPS",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Returns Sludge Pumping Station,5
THR-ACC-THK,"Air Conditioning, AHU, HVAC, STB",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Sludge Thickening Building,5
THR-ACC-T&G,"Air Conditioning, AHU, HVAC, Tunnels & Galleries",THR,THR-ACC-WA3,Equipment Location,HVAC,2,"Final Tanks, Tunnels & Galleries",5
THR-ACC-AHU,"Air Conditioning, Air Handling Unit, Gallery Ventilation",THR,THR-ACC-WA3,Mechanical Equipment,Air Handling Unit,2,Gallery Ventilation,5
THR-ACC-WA3,"Air Conditioning, Boiler, Fans & AHU",THR,THR WORK AREA 3,Process,,2,"Humber Treatment Plant, Work Area 3",5
THR-ACC-CU-0810,"Air Conditioning, Condensing Unit, HH Roof",THR,THR-ACC-HH,Mechanical Equipment,HVAC,2,Head House Roof HH),5
THR-ACC-CU-0610,"Air Conditioning, Condensing Unit, HPBB Roof",THR,THR-HVAC-HPBB,Mechanical Equipment,HVAC,2,"High Pressure Blower Building, Roof",5
THR-ACC-CU-0700,"Air Conditioning, Condensing Unit, HTP Boardroom, Admin Bldg. Outside North Wall",THR,THR-ACC-ADM,Mechanical Equipment,HVAC,2,"Administration Bldg., HTP Boardroom, Outside North Wall",5
THR-ACC-CU-0750,"Air Conditioning, Condensing Unit, New Control Room, Admin Bldg. Roof",THR,THR-ACC-ADM,Mechanical Equipment,HVAC,2,"Administration Bldg., Roof",5
THR-ACC-CU-0003,"Air Conditioning, Condensing Unit, West Substation, NE Roof",THR,THR-HVAC-WS,Mechanical Equipment,HVAC,2,"West Substation, Roof",5
THR-ACC-CU-0002,"Air Conditioning, Condensing Unit, West Substation, SE Roof",THR,THR-HVAC-WS,Mechanical Equipment,HVAC,2,"West Substation, Roof",5
THR-ACC-CU-0001,"Air Conditioning, Condensing Unit, West Substation, SW Roof",THR,THR-HVAC-WS,Mechanical Equipment,HVAC,2,"West Substation, Roof",5
THR-ACC-AC-0700B,"Air Conditioning, Cooling & Fan Unit, HTP Boardroom Ceiling, Admin Bldg.",THR,THR-ACC-CU-0700,Mechanical Equipment,HVAC,2,"Administration Bldg., HTP Boardroom Ceiling",5
THR-ACC-AC-0700A,"Air Conditioning, Cooling & Fan Unit, HTP Boardroom Ceiling, Admin Bldg.",THR,THR-ACC-CU-0700,Mechanical Equipment,HVAC,2,"Administration Bldg., HTP Boardroom Ceiling",5
THR-ACC-AC-0750B,"Air Conditioning, Cooling & Fan Unit, New Control Room Ceiling, Admin Bldg.",THR,THR-ACC-CU-0750,Mechanical Equipment,HVAC,2,"Administration Bldg., New Control Room Ceiling North",5
THR-ACC-AC-0750A,"Air Conditioning, Cooling & Fan Unit, New Control Room Ceiling, Admin Bldg.",THR,THR-ACC-CU-0750,Mechanical Equipment,HVAC,2,"Administration Bldg., New Control Room Ceiling South",5
THR-ACC-AC-0750C,"Air Conditioning, Cooling & Fan Unit, New Control Room Ceiling, Admin Bldg.",THR,THR-ACC-CU-0750,Mechanical Equipment,HVAC,2,"Administration Bldg., New Control Room Ceiling Lab",5
THR-ACC-AC-0004,"Air Conditioning, Cooling & Fan Unit, South Primary Station 3, MCC Room",THR,THR-ACC-CU-0003,Mechanical Equipment,HVAC,2,"South Primary Station 3, MCC Room, Window Unit",5
THR-ACC-AC-0002,"Air Conditioning, Cooling & Fan Unit, West Substation Indoor",THR,THR-ACC-CU-0002,Mechanical Equipment,HVAC,2,"West Substation, Indoor",5
THR-ACC-AC-0003,"Air Conditioning, Cooling & Fan Unit, West Substation Indoor",THR,THR-ACC-CU-0003,Mechanical Equipment,HVAC,2,"West Substation, Indoor",5
THR-ACC-AC-0001,"Air Conditioning, Cooling & Fan Unit, West Substation Indoor",THR,THR-ACC-CU-0001,Mechanical Equipment,HVAC,2,"West Substation, Indoor",5
THR-ACC-FT,"Air Conditioning, Fans, Exhaust, Final Tanks & Galleries",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Final Tanks and Galleries,5
THR-ACC-T,"Air Conditioning, Glycol Heating Packages",THR,THR-ACC-WA3,Mechanical Equipment,Tank,2,Plant Wide,5
THR-ACC-GCB,"Air Conditioning, HVAC,  Gas Compressor  Building",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Gas Compressor Building,5
THR-ACC-ADM,"Air Conditioning, HVAC, Admin Building",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Administration Building,5
THR-ACC-DIS,"Air Conditioning, HVAC, Chlorine Building",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Chlorine Building,5
THR-ACC-DCL,"Air Conditioning, HVAC, Dechlorination Building",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Dechlorination Building,5
THR-ACC-DIG,"Air Conditioning, HVAC, Digesters",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Digesters Area,5
THR-ACC-EPS,"Air Conditioning, HVAC, EPS",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Effluent Pumping Station,5
THR-ACC-FPW,"Air Conditioning, HVAC, Filtered Plant Water Building",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Filtered Plant Water Building,5
THR-ACC-OCS,"Air Conditioning, HVAC, Odour Control Bldg.",THR,THR-ACC-WA3,Equipment Location,HVAC,2,Odour Control Building,5
THR-ACC,"Air Conditioning, Heating and Ventilation",THR,THR-ACC-WA4,Building Service,,2,Plant Wide,5
THR-ACC-BO,"Air Conditioning, Heating and Ventilation, Boiler",THR,THR-ACC-WA3,Mechanical Equipment,Boiler,2,THR Boiler Room,1
THR-ACC-HVAC,"Air Conditioning, Heating, Ventilation & Air Conditioning",THR,THR-ACC-WA3,Equipment Location,,2,THR Plant Wide,5
THR-ACC-FN,"Air Conditoning, Fans, Gallery Ventilation, Supply and Exhaust",THR,THR-ACC-WA3,Equipment Location,,2,THR Plant Wide,5
THR-ACC-FIT,"Air Flow Indicating Transmitters,  Gallery Ventilation",THR,THR-ACC-AHU,Instrumentation Equipment,Transmitter,2,"Galleries, Basement",5
THR-ACC-NX-769,"Air Handling Unit w/ Air Conditioning, Grit Building MCC Room East Wall",THR,THR-ACC-GRIT,Mechanical Equipment,Air Handling Unit,2,"Grit Building, Air Conditioning Unit, Ceiling",5
THR-ACC-AHU-0202,"Air Handling Unit, Air Conditioning, Grounds New Maintenance Bldg.",THR,THR-GRK-NMB,Electrical Equipment,Air Handling Unit,2,"Grounds New Maintenance Bldg., West Exterior",5
THR-ACC-AHU-0201,"Air Handling Unit, Air Conditioning, RSPS Control Room Bldg",THR,THR-RSPS-CR,Mechanical Equipment,Heater,2,"RSPS Control Room Bldg., Storage/Mech Room",5
THR-ACC-AHU-0752,"Air Handling Unit, Air Curtain, T17 East, Gallery Ventilation, Zone 2A, 2B and 2C",THR,THR-ACC-T&G,Mechanical Equipment,Air Handling Unit,2,"Tunnel 17 East, Midway",5
THR-ACC-AHU-0753,"Air Handling Unit, Air Curtain, T17 East, Gallery Ventilation, Zone 2A, 2B and 2C",THR,THR-ACC-T&G,Mechanical Equipment,Air Handling Unit,2,"Tunnel 17 East, Midway",5
THR-ACC-AHU-02,"Air Handling Unit, Blow Thru, Digester Gallery",THR,THR-ACC-DIG,Mechanical Equipment,Air Handling Unit,2,"Digester Tanks, Ground Level Between T-6 & 7",5
THR-ACC-AHU-01,"Air Handling Unit, Blow Thru, Digester Gallery",THR,THR-ACC-DIG,Mechanical Equipment,Air Handling Unit,2,"Digester Tanks, Ground Level Between T-3 & 4",5
THR-ACC-AHU-0756,"Air Handling Unit, Blow Thru, East Maintenance Bldg, Gallery Ventilation, Zone 3A",THR,THR-ACC-EMB,Mechanical Equipment,Air Handling Unit,2,East Maintenance Bldg.Roof,5
THR-ACC-AHU-0757,"Air Handling Unit, Blow Thru, East Maintenance Bldg. Roof, Gallery Ventilation, Zone 3A",THR,THR-ACC-EMB,Mechanical Equipment,Air Handling Unit,2,East Manitenance Bldg. Roof,5
THR-ACC-AHU-6,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling West Side",5
THR-ACC-AHU-9,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling East Side",5
THR-ACC-AHU-10,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling East Side",5
THR-ACC-AHU-11,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling East Side",5
THR-ACC-AHU-12,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling East Side",5
THR-ACC-AHU-13,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling East Side",5
THR-ACC-AHU-14,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling East Side",5
THR-ACC-AHU-15,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling East Side",5
THR-ACC-AHU-16,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling East Side",5
THR-ACC-AHU-5,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling West Side",5
THR-ACC-AHU-4,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling West Side",5
THR-ACC-AHU-3,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling West Side",5
THR-ACC-AHU-2,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling West Side",5
THR-ACC-AHU-1,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling West Side",5
THR-ACC-AHU-7,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling West Side",5
THR-ACC-AHU-8,"Air Handling Unit, Blow Thru, Engine Room Ceiling",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Ceiling West Side",5
THR-ACC-AHU-0751,"Air Handling Unit, Blow Thru, Headhouse, Gallery Ventilation, Zone 1A and 1B",THR,THR-ACC-HH,Mechanical Equipment,Air Handling Unit,2,Headhouse Roof,5
THR-ACC-AHU-0750,"Air Handling Unit, Blow Thru, North Grit Bldg, Gallery Ventilation, Zone 1A and 1B",THR,THR-ACC-GRIT,Mechanical Equipment,Air Handling Unit,2,Grit Bldg.North Roof,5
THR-ACC-AHU-0754,"Air Handling Unit, Blow Thru, RSPS  Roof, Gallery Ventilation, Zone 3B",THR,THR-ACC-RSPS,Mechanical Equipment,Air Handling Unit,2,Return Sludge Pumping Station Roof,5
THR-ACC-AHU-0755,"Air Handling Unit, Blow Thru, RSPS Roof, Gallery Ventilation, Zone 3B",THR,THR-ACC-RSPS,Mechanical Equipment,Air Handling Unit,2,Return Sludge Pumping Station Roof,5
THR-ACC-AHU-8026,"Air Handling Unit, Blow Thru, Truck Loading Area",THR,THR-ACC-DIG,Mechanical Equipment,Air Handling Unit,2,"Digester 7 & 8, Truck Loading Area",5
THR-ACC-NX-793,"Air Handling Unit, Chlorine Bldg.",THR,THR-ACC-DIS,Mechanical Equipment,HVAC,2,"Chlorine Building, Mezzanine Level",5
THR-ACC-NX-791,"Air Handling Unit, Chlorine Bldg.",THR,THR-ACC-DIS,Mechanical Equipment,HVAC,2,"Chlorine Building, Mezzanine Level",5
THR-ACC-NX-792,"Air Handling Unit, Chlorine Bldg.",THR,THR-ACC-DIS,Mechanical Equipment,HVAC,2,"Chlorine Building, Roof",5
THR-ACC-AHU-003,"Air Handling Unit, Digester 1-6 Electrical Bldg. Roof",THR,THR-ACC-DIG,Mechanical Equipment,Air Handling Unit,2,"Digester 1-6, Beside STB, Electrical Bldg. Roof",5
THR-ACC-AHU-0712,"Air Handling Unit, Digester Gas Compressor Bldg., North",THR,THR-ACC-DIG,Mechanical Equipment,Air Handling Unit,2,"Digester Gas Compressor Bldg., Roof North",5
THR-ACC-AHU-0711,"Air Handling Unit, Digester Gas Compressor Bldg., South",THR,THR-ACC-DIG,Mechanical Equipment,Air Handling Unit,2,"Digester Gas Compressor Bldg., Roof, South",5
THR-ACC-AHU-0713,"Air Handling Unit, Digester Gas Compressor Bldg., Transformer Room",THR,THR-ACC-CU-0713,Mechanical Equipment,Air Handling Unit,2,"Digester Gas Compressor Bldg., Transformer Room",5
THR-ACC-AHU-0006,"Air Handling Unit, Electrical, Transf. & MCC Room Ventilation, STB Roof",THR,THR-ACC-THK,Mechanical Equipment,Air Handling Unit,1,"Sludge Thickening Building, Roof 1st Level",5
THR-ACC-AHU-0812,"Air Handling Unit, Engine Room Air Supply",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,Headhouse Roof,5
THR-ACC-AHU-0037,"Air Handling Unit, Engine Room Basement , Electrical Room/ MCC",THR,THR-ACC-CU-0810,Mechanical Equipment,Air Handling Unit,2,"Engine Room Basement , Electrical Room/ MCC",5
THR-ACC-AHU-0035,"Air Handling Unit, Engine Room Basement , Electrical Room/ MCC",THR,THR-ACC-CU-0810,Mechanical Equipment,Air Handling Unit,2,"Engine Room Basement , Electrical Room/ MCC",5
THR-ACC-AHU-0036,"Air Handling Unit, Engine Room Basement , Electrical Room/ MCC",THR,THR-ACC-CU-0810,Mechanical Equipment,Air Handling Unit,2,"Engine Room Basement , Electrical Room/ MCC",5
THR-ACC-AHU-0034,"Air Handling Unit, Engine Room Basement , Electrical Room/ MCC",THR,THR-ACC-CU-0810,Mechanical Equipment,Air Handling Unit,2,"Engine Room Basement , Electrical Room/ MCC",5
THR-ACC-AHU-0009,"Air Handling Unit, Engine Room Boiler Supply Air",THR,THR-ACC-AHU,Mechanical Equipment,Air Handling Unit,2,"Machine Shop, Fan Room",5
THR-ACC-AHU-0017,"Air Handling Unit, Engine Room Boiler, Gallery Ventilation, Zone 2A, 2B, 2C",THR,THR-ACC-HH,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Roof",5
THR-ACC-NR-610,"Air Handling Unit, Engine Room Workshop",THR,THR-ACC-ADM,Mechanical Equipment,HVAC,2,"Admin Bldg., Engine Room Workshop West Unit",5
THR-ACC-NR-611,"Air Handling Unit, Engine Room Workshop",THR,THR-ACC-ADM,Mechanical Equipment,HVAC,2,"Admin Bldg., Engine Room Workshop East Unit",5
THR-ACC-AHU-0032,"Air Handling Unit, Engine Room, Mechanical Room",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Mechanical Room, Ground Floor",5
THR-ACC-AHU-0033,"Air Handling Unit, Engine Room, Mechanical Room",THR,THR-ACC-ER,Mechanical Equipment,Air Handling Unit,2,"Engine Room, Mechanical Room, Ground Floor",5
THR-ACC-NU-712,"Air Handling Unit, Ferrous Chloride Bldg.",THR,THR-ACC-PRS,Mechanical Equipment,HVAC,2,"Ferrous Chloride Bldg., Roof",5
THR-ACC-AHU-001,"Air Handling Unit, Filtered Plant Water Building",THR,THR-ACC-FPW,Mechanical Equipment,Air Handling Unit,2,"Filtered Plant Water Building, Outside",5
THR-ACC-AHU-724,"Air Handling Unit, Gas Compressor Bldg., North Stairwell",THR,THR-ACC-DIG,Mechanical Equipment,Air Handling Unit,2,"Gas Compressor Bldg., North Stairwell",5
THR-ACC-AHU-725,"Air Handling Unit, Gas Compressor Bldg., South Stairwell",THR,THR-ACC-DIG,Mechanical Equipment,Air Handling Unit,2,"Gas Compressor Bldg., South Stairwell",5
THR-ACC-NX-740,"Air Handling Unit, Grit Building West Wall",THR,THR-ACC-GRIT,Mechanical Equipment,Air Handling Unit,2,"Grit Building, Gritarium 1 & 2",5
THR-ACC-AHU-1103A,"Air Handling Unit, Grit Building, Fan Room South",THR,THR-ACC-GRIT,Mechanical Equipment,Air Handling Unit,2,"Grit Building, Above the Receiving Area",5
THR-ACC-AHU-1103,"Air Handling Unit, Grit Building, New Electrical Room",THR,THR-ACC-GRIT,Mechanical Equipment,Air Handling Unit,2,"Grit Building, New Electrical Room",5
THR-ACC-NX-715,"Air Handling Unit, HVAC, Admin Bldg.",THR,THR-ACC-ADM,Mechanical Equipment,Air Handling Unit,2,"Administration Building, Roof, South",5
THR-ACC-AHU-0811,"Air Handling Unit, Headhouse Make Up  Air Unit",THR,THR-ACC-HH,Mechanical Equipment,Air Handling Unit,2,Headhouse Roof,5
THR-ACC-AHU-0810,"Air Handling Unit, Headhouse Make Up Air Unit",THR,THR-ACC-HH,Mechanical Equipment,Air Handling Unit,2,Headhouse Roof,5
THR-ACC-AHU-0018,"Air Handling Unit, North Substation, Outside HPBB",THR,THR-ACC-AHU,Mechanical Equipment,Air Handling Unit,2,"North Substation, Outside HPBB",5
THR-ACC-NU-500,"Air Handling Unit, Overhead, FST 13, Tunnel 21",THR,THR-ACC-T&G,Mechanical Equipment,Air Handling Unit,2,"Final Sedimentation Tank 13, Tunnel 21",5
THR-ACC-AHU-0005,"Air Handling Unit, Polymer Room, Dehumidifier, STB Roof",THR,THR-ACC-THK,Mechanical Equipment,Air Handling Unit,2,"Sludge Thickening Building, Roof 1st Level",5
THR-ACC-AHU-0001,"Air Handling Unit, STB Roof",THR,THR-ACC-THK,Mechanical Equipment,Air Handling Unit,2,"Sludge Thickening Building, Roof 2nd Level",5
THR-ACC-AHU-0004,"Air Handling Unit, STB Roof",THR,THR-ACC-THK,Mechanical Equipment,Air Handling Unit,2,"Sludge Thickening Building, Roof 2nd Level",5
THR-ACC-AHU-0002,"Air Handling Unit, STB Roof",THR,THR-ACC-THK,Mechanical Equipment,Air Handling Unit,2,"Sludge Thickening Building, Roof 2nd Level",5
THR-ACC-AHU-0003,"Air Handling Unit, STB Roof",THR,THR-ACC-THK,Mechanical Equipment,Air Handling Unit,2,"Sludge Thickening Building, Roof 2nd Level",5
THR-ACC-AHU-0007,"Air Handling Unit, STB Roof",THR,THR-ACC-THK,Mechanical Equipment,Air Handling Unit,2,"Sludge Thickening Building, Roof 1st Level",5
THR-ACC-AHU-0100,"Air Handling Unit,Main Equipment Room Mezzanine,Main Equipment Room Air Handling Unit",THR,THR-ACC-MAINSUB,Mechanical Equipment,Uninterruptible Power Supply,1,"Main Substation, Main Equipment Room Mezzanine",1
THR-AI,"Air, Instrument, Compressors",THR,THR WORK AREA 3,Process,Air Instrument,2,"Humber Treatment Plant, Work Area 3",5
THR-DIS-AHU-0100,"Analyses,Photoelectric Smoke Detector, RPU-0004 Disinfection Building Upper Floor",THR,THR-DIS,Instrumentation Equipment,Analyzer,3,RPU-0004 Disinfection Building Upper Floor,5
THR-DIG-AIT-0003,Analyzer,THR,THR-DIG-AIT,Instrumentation Equipment,Analyzer,2,Digester,5
THR-DIS-AE-1500C,"Analyzer Element, Chlorine Gas Detection",THR,THR-DIS-ANL-1500,Instrumentation Equipment,Analyzer,2,"Chlorine Building, Chlorine Storage North Wall",5
THR-DIS-AE-1500A,"Analyzer Element, Chlorine Gas Detection",THR,THR-DIS-ANL-1500,Instrumentation Equipment,Analyzer,2,"Chlorine Building, Chlorine Storage East Wall",5
THR-DIS-AE-1500B,"Analyzer Element, Chlorine, Gas Detection",THR,THR-DIS-ANL-1500,Instrumentation Equipment,Analyzer,2,Chlorine Building Electrical Room,5
THR-DIS-AE-1500M,"Analyzer Element, Chlorine, Gas Detection",THR,THR-DIS-ANL-1500,Instrumentation Equipment,Analyzer,2,Chlorine Injection Chamber,5
THR-DIS-AE-1500L,"Analyzer Element, Chlorine, Gas Detection",THR,THR-DIS-ANL-1500,Instrumentation Equipment,Analyzer,2,"Chlorine Building, Scrubber Room NE Wall",5
THR-DIS-AE-1500K,"Analyzer Element, Chlorine, Gas Detection",THR,THR-DIS-ANL-1500,Instrumentation Equipment,Analyzer,2,"Chlorine Building, Scrubber Room SE Wall",5
THR-DIS-AE-1500J,"Analyzer Element, Chlorine, Gas Detection",THR,THR-DIS-ANL-1500,Instrumentation Equipment,Analyzer,2,"Chlorine Building, Scrubber Room North Wall",5
